-0.06,-0.14,1.08
-0.05,-0.14,1.05
-0.02,-0.10,1.00
-0.01,-0.08,0.96
-0.01,-0.06,0.97
-0.04,-0.08,0.98
-0.04,-0.08,1.01
-0.03,-0.09,1.04
-0.04,-0.10,1.03
-0.04,-0.09,1.00
-0.06,-0.10,1.00
-0.05,-0.10,0.98
-0.03,-0.08,0.99
-0.01,-0.07,1.03
-0.00,-0.07,1.02
-0.03,-0.08,1.01
-0.04,-0.09,1.01
-0.08,-0.11,0.99
-0.05,-0.09,1.01
-0.04,-0.10,1.02
-0.02,-0.08,1.02
-0.01,-0.06,1.01
-0.03,-0.07,1.00
-0.05,-0.09,1.00
-0.06,-0.10,0.99
-0.06,-0.10,1.00
-0.05,-0.10,1.01
-0.04,-0.10,1.01
-0.03,-0.09,1.00
-0.05,-0.08,1.01
-0.05,-0.08,1.02
-0.05,-0.09,1.00
-0.04,-0.10,1.00
-0.05,-0.09,1.01
-0.05,-0.09,1.01
-0.05,-0.09,0.99
-0.05,-0.10,1.00
-0.05,-0.09,1.02
-0.05,-0.09,1.02
-0.04,-0.09,1.01
-0.04,-0.09,0.98
-0.05,-0.09,0.98
-0.07,-0.11,1.02
-0.05,-0.10,1.01
-0.05,-0.09,1.01
-0.04,-0.09,1.00
-0.04,-0.09,0.99
-0.05,-0.09,1.01
-0.06,-0.10,1.01
-0.06,-0.10,0.99
-0.05,-0.09,0.99
-0.05,-0.08,1.02
-0.06,-0.09,1.01
-0.22,0.10,0.45
0.23,0.09,1.25
0.30,-0.47,1.70
0.35,-0.37,1.55
0.06,0.13,1.03
0.01,0.03,0.56
0.02,-0.17,0.84
-0.03,-0.09,1.04
-0.07,-0.13,1.00
-0.03,-0.12,1.00
-0.21,0.14,0.45
0.49,-0.03,2.00
0.40,-0.36,1.89
0.04,-0.14,0.82
-0.06,0.11,0.46
0.07,-0.07,0.96
-0.00,-0.10,1.05
-0.06,-0.13,1.00
-0.21,-0.12,0.53
0.50,-0.10,1.82
0.31,-0.06,1.55
-0.08,0.01,0.56
-0.04,-0.13,0.77
0.04,-0.09,1.05
0.02,-0.06,0.99
-0.17,-0.11,0.67
0.09,-0.07,1.00
0.44,-0.08,1.65
0.10,-0.05,1.17
-0.08,-0.09,0.65
-0.02,-0.16,0.91
0.04,-0.05,1.04
-0.22,-0.12,0.48
0.01,0.04,0.81
0.39,-0.10,1.68
0.19,-0.20,1.40
-0.05,-0.03,0.76
0.02,-0.11,0.88
0.01,-0.14,0.96
0.03,0.01,1.08
0.06,0.07,1.06
0.01,-0.18,0.98
-0.01,-0.10,1.02
0.01,-0.07,0.98
0.03,-0.05,0.99
0.02,-0.08,1.01
0.02,-0.09,1.00
0.02,-0.09,1.01
0.02,-0.08,1.03
0.01,-0.09,1.02
0.01,-0.09,1.01
0.02,-0.07,1.00
0.01,-0.08,0.99
0.00,-0.08,1.01
-0.00,-0.08,1.03
0.01,-0.08,1.03
0.02,-0.09,1.04
0.02,-0.09,1.07
0.00,-0.12,1.10
0.00,-0.14,1.15
-0.02,-0.16,1.22
-0.02,-0.19,1.26
-0.04,-0.20,1.30
